WK Level 80	WK Level 85	WK Level 90	WK Level 95	Title	Main Author	AB Book ID
10	13	18	26	かいじん二十めんそう	江戸川, 乱歩	57227
12	17	23	39	赤いカブトムシ	江戸川, 乱歩	57105
13	15	19	28	青い玉と銀色のふえ	小川, 未明	51496
13	15	20	34	花かごとたいこ	小川, 未明	51654
13	16	19	25	はつゆめ	小川, 未明	51652
13	16	21	28	しろくまの　子	小川, 未明	51590
13	16	21	28	マルは　しあわせ	小川, 未明	51726
13	16	21	29	みけの　ごうがいやさん	小川, 未明	51688
13	16	21	37	正ちゃんとおかいこ	小川, 未明	52066
13	16	24	35	ウマヤノ　ソバノ　ナタネ	新美, 南吉	43392
13	17	21	37	赤い鳥	小川, 未明	51115
13	17	27	34	まほうやしき	江戸川, 乱歩	57165
13	18	23	30	かいじん二十めんそう	江戸川, 乱歩	57226
14	16	20	26	立すくむ	今野, 大力	55551
14	16	21	28	しゃしんやさん 	小川, 未明	51578
14	16	21	28	三人と　二つの　りんご	小川, 未明	51575
14	16	22	31	源八栗	沖野, 岩三郎	45178
14	17	22	28	お月さまと　ぞう	小川, 未明	51539
14	17	25	34	ならずもの	グリム, ヴィルヘルム・カール	59636
14	20	26	38	片目のごあいさつ	小川, 未明	52049
14	20	29	38	ナガレボシ	新美, 南吉	43404
14	20	29	38	センセイノ　コ	新美, 南吉	43399
14	20	29	38	サルト　サムライ	新美, 南吉	43398
14	21	28	39	カタツムリノ　ウタ	新美, 南吉	43395
14	21	29	38	カゴカキ	新美, 南吉	43394
14	21	29	38	カナヅチ	新美, 南吉	43396
15	16	20	37	はたらく二少年	小川, 未明	51651
15	17	21	29	つじうら売りのおばあさん	小川, 未明	52080
15	17	21	31	ひばりのおじさん	小川, 未明	51666
15	17	22	28	秋が　きました	小川, 未明	51528
15	17	22	28	こがらしの　ふく　ばん	小川, 未明	51562
15	17	22	30	おっぱい	小川, 未明	51512
15	17	22	35	引かれていく牛	小川, 未明	51662
15	17	23	28	つめたい　メロン	小川, 未明	51620
15	17	23	33	風七題	小川, 未明	51518
15	17	23	34	新しい町	小川, 未明	51499
15	17	23	34	村のかじやさん	小川, 未明	52114
15	17	24	35	春さきの朝のこと	小川, 未明	51659
15	17	25	38	ちょうせんぶなと美しい小箱	小川, 未明	52079
15	17	27	33	ばべるの塔	沖野, 岩三郎	45174
15	18	23	43	岡の家	鈴木, 三重吉	18332
15	18	26	37	ボールの行方	小川, 未明	52123
15	18	28	31	「の」の字の世界	佐藤, 春夫	58565
15	18	28	42	名なし指物語	新美, 南吉	56141
15	19	26	41	心は大空を泳ぐ	小川, 未明	51564
15	19	27	42	いちょうの実	宮沢, 賢治	51156
15	19	28	47	「文壇波動調」欄記事	岸田, 国士	44333
15	20	28	37	青葉の下	小川, 未明	51497
15	20	28	39	緑色の時計	小川, 未明	51691
15	21	27	37	ヒロツタ　ラツパ	新美, 南吉	43406
15	21	33	38	花とあかり	小川, 未明	52102
15	22	28	43	にじの歌	小川, 未明	51121
15	22	29	38	ヌスビトト　コヒツヂ	新美, 南吉	43405
16	17	22	30	お面とりんご	小川, 未明	52048
16	17	23	27	今日もまた	今野, 大力	55539
16	17	23	27	泣きながら眠った子	今野, 大力	55562
16	17	23	45	祈願	今野, 大力	55546
16	17	24	38	きれいなきれいな町	小川, 未明	52056
16	17	28	60	夕べの曲	今野, 大力	55569
16	18	23	28	風見	北原, 白秋	55756
16	18	27	31	こころ	今野, 大力	55540
16	18	28	38	かぶと虫	新美, 南吉	45213
16	19	23	34	僕の通るみち	小川, 未明	51676
16	19	24	36	ペスときょうだい	小川, 未明	51725
16	19	26	36	どこかで呼ぶような	小川, 未明	51631
16	20	24	39	母犬	小川, 未明	52103
16	20	25	34	托児所のある村	小川, 未明	51601
16	20	26	35	はちの巣	小川, 未明	52101
16	20	28	32	楽しい会合	今野, 大力	55596
16	20	28	38	川へふなをにがす	小川, 未明	51522
16	20	29	43	ある時	今野, 大力	55513
16	21	24	38	せりふ	岸田, 国士	44407
16	21	25	41	私の本年の希望と計画	宮本, 百合子	15957
16	21	26	34	つづれさせ	小川, 未明	51618
16	21	26	38	白壁のうち	小川, 未明	51585
16	21	27	42	有髪の僧	今野, 大力	55567
16	21	28	34	かざぐるま	小川, 未明	51516
16	21	28	37	こいのぼりと鶏	小川, 未明	51747
16	21	28	40	子もりうた	小川, 未明	51104
16	21	28	56	少女受胎	今野, 大力	55550
16	21	29	40	高い木とからす	小川, 未明	51600
16	21	30	39	アラビヤンナイト	菊池, 寛	43123
16	21	32	42	チューリップの芽	小川, 未明	51748
16	22	26	35	お母さん	小川, 未明	51509
16	22	29	38	タケノコ	新美, 南吉	43400
16	22	29	38	フルイ　バシヤ	新美, 南吉	43407
16	22	29	38	ウグヒスブエヲ　フケバ	新美, 南吉	43391
16	22	29	41	鈴が鳴る	小川, 未明	51118
16	23	28	37	北軽井沢にて	岸田, 国士	44901
16	23	28	39	海と太陽	小川, 未明	51116
16	23	29	43	お星さま	小川, 未明	51105
16	23	30	39	ラツパ	新美, 南吉	43409
16	23	30	39	ミチコサン	新美, 南吉	43408
16	23	30	39	デンデンムシノ　カナシミ	新美, 南吉	43403
16	23	32	41	デンデンムシ	新美, 南吉	43402
16	23	33	44	三か月	小川, 未明	51107
16	28	40	52	醜面女人	今野, 大力	55541
17	19	25	46	音響	今野, 大力	55558
17	19	28	34	うた時計	新美, 南吉	1753
17	19	28	36	正坊とクロ	新美, 南吉	636
17	20	24	36	古いてさげかご	小川, 未明	52108
17	20	25	33	空にわく金色の雲	小川, 未明	51597
17	20	25	34	コウノトリ	アンデルセン, ハンス・クリスチャン	59323
17	20	28	35	水七景	小川, 未明	51689
17	20	28	35	アパートで聞いた話	小川, 未明	51721
17	20	28	42	かたつむり	鈴木, 三重吉	45193
17	21	25	36	「雪と花火」献辞	北原, 白秋	55773
17	21	26	37	お母さんのお乳	小川, 未明	51749
17	21	27	34	路は果して何れ	今野, 大力	55575
17	21	27	37	川	新美, 南吉	631
17	21	27	39	麦やきの日	今野, 大力	55519
17	21	28	32	イシカリの川	今野, 大力	55576
17	21	28	39	秋吹く風	今野, 大力	55533
17	21	28	44	ある夜、ある宵	今野, 大力	55555
17	21	29	41	田舎のお母さん	小川, 未明	52039
17	21	30	37	姉へ	今野, 大力	55552
17	21	30	38	どじょうと金魚	小川, 未明	51750
17	21	30	39	僕は兄さんだ	小川, 未明	52112
17	21	31	37	写生に出かけた少年	小川, 未明	51579
17	21	36	44	年ちゃんとハーモニカ	小川, 未明	52093
17	22	25	30	夏	北原, 白秋	55769
17	22	25	36	「ニールスのふしぎな旅　下」まえがき	矢崎, 源九郎	58051
17	22	27	37	お母さんはえらいな	小川, 未明	52044
17	22	27	38	ねことおしるこ	小川, 未明	52100
17	22	28	34	久助君の話	新美, 南吉	634
17	22	28	35	煙と兄弟	小川, 未明	51558
17	22	28	35	お姉ちゃんといわれて	小川, 未明	51513
17	22	28	36	ひすいの玉	小川, 未明	51663
17	22	28	39	ひとをたのまず	小川, 未明	51664
17	22	28	40	徒弟	今野, 大力	55587
17	22	28	41	オ寝坊ナ　ジヤガイモサン	村山, 籌子	44988
17	22	29	35	時計と窓の話	小川, 未明	51627
17	22	29	35	かたい大きな手	小川, 未明	51520
17	22	29	36	あかい雲	小川, 未明	51106
17	22	30	41	風ふき鳥	小川, 未明	51122
17	22	30	42	気になったこと	宮本, 百合子	15998
17	22	30	43	もののいえないもの	小川, 未明	52116
17	22	32	42	兄と魚	小川, 未明	51500
17	22	33	40	おかまの唄	小川, 未明	51511
17	22	35	52	愛の詩集	萩原, 朔太郎	56575
17	23	25	37	夏の晩方あった話	小川, 未明	52097
17	23	26	X	蟇	北原, 白秋	55758
17	23	28	41	（テンピにかけて）	中原, 中也	55929
17	23	30	40	うぐいす	原, 民喜	43538
17	23	31	41	ある夜の姉と弟	小川, 未明	51503
17	23	33	43	童謡	小川, 未明	51112
17	23	33	44	窓の内と外	小川, 未明	51682
17	23	34	40	すずめを打つ	小川, 未明	51593
17	24	25	32	影	北原, 白秋	55766
17	24	28	42	ユキ　ノ　トンネル	村山, 籌子	44940
17	24	29	45	（酒）	中原, 中也	55916
17	24	30	40	宵の星	今野, 大力	55580
17	24	30	41	いちじくの葉	中原, 中也	51309
17	24	30	49	スナマンヂウ	村山, 籌子	44997
17	24	32	42	タレノ　カゲ	新美, 南吉	43479
17	24	32	42	ゲタニ　バケル	新美, 南吉	43478
17	24	32	43	丘の銅像	新美, 南吉	56140
17	24	32	43	タバコとマントの恋	中原, 中也	55907
17	24	34	46	自然教徒	今野, 大力	55543
17	25	28	32	（あなたが生れたその日に）	中原, 中也	55909
17	25	30	36	（不随意筋のケンクワ）	中原, 中也	55922
17	25	30	39	ふしぎな岩	林, 芙美子	56871
17	26	30	44	ウミベノマヒゴ	村山, 籌子	45002
17	26	31	38	単独犯行に非ず	坂口, 安吾	43160
17	26	35	51	寒中の木の芽	内村, 鑑三	1215
17	27	32	43	山の雪	高村, 光太郎	43784
17	28	30	43	昔語り	山村, 暮鳥	45039
17	28	30	44	あひるさん　の　かみのけ	村山, 籌子	44959
17	28	31	44	耳長さん　と　あひるさん	村山, 籌子	44974
17	28	35	50	北海の夜	今野, 大力	55584
18	21	27	34	海のおばあさん	小川, 未明	52042
18	22	27	32	小人のくつ屋さん	グリム, ヴィルヘルム・カール	59404
18	22	28	45	坊や	中原, 中也	51332
18	22	29	54	犬さんと、くもさんと、かへるさん	村山, 籌子	44949
18	22	31	43	考えこじき	小川, 未明	51523
18	22	31	44	つばめと魚	小川, 未明	51619
18	23	28	36	子うぐいすと母うぐいす	小川, 未明	52060
18	23	28	37	ネコとネズミのいっしょのくらし	グリム, ヴィルヘルム・カール	59499
18	23	29	33	『現代短歌大系』のために	岸田, 国士	44847
18	23	29	35	料理の第一歩	北大路, 魯山人	50009
18	23	29	37	父母達の家	今野, 大力	55574
18	23	29	37	中学へ上がった日	小川, 未明	51614
18	23	29	46	酒場にて	中原, 中也	51315
18	23	30	38	だれにも話さなかったこと	小川, 未明	51609
18	23	30	41	西洋だこと六角だこ	小川, 未明	52072
18	23	30	43	カハイイ　山羊サン	落合, ユキ子	44985
18	23	32	38	舌切りすずめ	楠山, 正雄	18378
18	23	32	42	戦争指導者	岸田, 国士	44702
18	23	36	49	かの日の歌【三】	漢那, 浪笛	1316
18	23	38	57	心	漢那, 浪笛	1402
18	24	28	36	山に雪光る	小川, 未明	51701
18	24	30	36	きつねをおがんだ人たち	小川, 未明	51525
18	24	31	40	道の上で見た話	小川, 未明	51690
18	24	32	43	いぼ	新美, 南吉	45212
18	24	33	43	海へ帰るおじさん	小川, 未明	51508
18	24	35	44	クラリネットを吹く男	小川, 未明	51722
18	25	32	36	母の心	小川, 未明	51656
18	26	33	43	ブタ飼い	アンデルセン, ハンス・クリスチャン	59324
19	22	28	37	海と少年	小川, 未明	52041
19	22	30	48	白光礼讃	今野, 大力	55563
19	23	28	36	気絶人形	原, 民喜	43530
19	23	28	43	長崎の電話	田中, 貢太郎	45597
19	23	29	45	PROFESSOR TAKEMATU OKADA	寺田, 寅彦	43534
19	23	30	36	たましいは生きている	小川, 未明	51607
19	23	30	39	おさらい帳	小川, 未明	52046
19	23	31	43	いさましい　ちびの仕立屋さん	グリム, ヴィルヘルム・カール	59742
19	23	32	39	「ニールスのふしぎな旅　上」まえがき	矢崎, 源九郎	58050
19	24	28	37	古いはさみ	小川, 未明	52109
19	24	31	42	つばめの話	小川, 未明	50988
19	24	31	48	義男さん	今野, 大力	55566
19	24	32	41	いたずらっ子	アンデルセン, ハンス・クリスチャン	59321
19	24	34	38	歓喜	中野, 鈴子	58798
19	25	28	35	天に続く道	松本, 竣介	59538
19	25	29	45	十五夜のお月様	村山, 籌子	44948
19	25	31	37	僕たちは愛するけれど	小川, 未明	52111
19	25	32	44	幸福を	今野, 大力	55537
19	25	35	X	練習曲	岸田, 国士	44398
19	26	31	37	宿題	小川, 未明	51580
19	26	33	43	海ほおずき	小川, 未明	51071
19	26	35	42	月が出る	小川, 未明	51117
19	26	35	43	赤い実	小川, 未明	52035
19	27	33	43	水盤の王さま	小川, 未明	51100
19	28	33	40	長い名	楠山, 正雄	18388
19	28	35	45	ここが楢山	小津, 安二郎	55949
19	29	37	47	コーヒー五千円	片山, 広子	49517
20	21	25	36	平和を保つため	宮本, 百合子	15988
20	21	26	37	戦争・平和・曲学阿世	宮本, 百合子	15999
20	22	28	46	ジーブルグ著「神はフランスにゐるか」	岸田, 国士	44669
20	23	28	39	お母さん	小川, 未明	51114
20	23	28	45	金色のボタン	小川, 未明	51551
20	23	29	35	正二くんの時計	小川, 未明	51581
20	23	29	40	僕は精神が好きだ	大杉, 栄	56696
20	23	30	35	ねこ	小川, 未明	52099
20	23	30	41	四時の変化と関りのない書斎	宮本, 百合子	15960
20	23	30	42	写真（北満の土産）その二	今野, 大力	55571
20	23	31	37	小さなねじ	小川, 未明	51612
20	23	37	44	安吾新日本風土記	坂口, 安吾	49949
20	24	28	48	俚謡一	坂本, 竜馬	52150
20	24	29	36	東宝争議について	宮本, 百合子	15989
20	24	29	38	小さな年ちゃん	小川, 未明	52077
20	24	29	43	さびしいお母さん	小川, 未明	52064
20	24	29	54	ミミヅクサン	落合, ユキ子	44986
20	24	30	37	AU RIMBAUD	富永, 太郎	55465
20	24	30	37	生活から学ぶ	岸田, 国士	44825
20	24	30	42	子供の床屋	小川, 未明	52063
20	24	30	43	（酒は誰でも酔はす）	中原, 中也	55915
20	24	30	47	写真（北満の土産）その一	今野, 大力	55561
20	24	31	42	お墓の中の坊や	アンデルセン, ハンス・クリスチャン	59373
20	24	32	43	鳥鳴く朝のちい子ちゃん	小川, 未明	51630
20	24	32	45	カンナとオンナ	北大路, 魯山人	50016
20	24	33	43	湖水の女	鈴木, 三重吉	1528
20	24	33	47	張紅倫	新美, 南吉	633
20	24	35	46	管笛	小川, 未明	51110
20	25	29	42	海	小川, 未明	51124
20	25	30	39	太一の靴は世界一	豊島, 与志雄	45063
20	25	30	45	星と柱を数えたら	小川, 未明	51094
20	25	30	46	（天才が一度恋をすると）	中原, 中也	55918
20	25	31	43	犬と古洋傘	小川, 未明	52040
20	25	31	49	感想	中原, 中也	55707
20	25	31	50	想像力の悲歌	中原, 中也	55900
20	25	33	45	ぽつぽのお手帳	鈴木, 三重吉	45182
20	25	34	40	もずとすぎの木	小川, 未明	52115
20	25	34	42	羽衣物語	小川, 未明	51650
20	25	34	42	雪消え近く	小川, 未明	51710
20	25	34	44	ゆずの話	小川, 未明	52118
20	25	35	43	日の当たる門	小川, 未明	51665
20	25	36	48	つかれ	漢那, 浪笛	2038
20	26	29	41	今、生まれしみどり児	羽仁, もと子	48660
20	26	29	53	街の乞食	今野, 大力	55515
20	26	30	45	にはとり　は　みんな　しあわせ	村山, 籌子	44994
20	26	31	40	父親と自転車	小川, 未明	52078
20	26	31	44	てがみ	チェーホフ, アントン	45195
20	26	32	42	風船虫	小川, 未明	51668
20	26	32	46	「時・処・人」まへがき	岸田, 国士	44874
20	26	33	38	気にいらない鉛筆	小川, 未明	52054
20	26	33	40	少年と秋の日	小川, 未明	52067
20	26	34	43	夢のような昼と晩	小川, 未明	51716
20	27	32	40	聖の行くべき道	今野, 大力	55585
20	27	32	43	光よあれ	今野, 大力	55590
20	27	32	43	アラビヤンナイト	菊池, 寛	43122
20	27	36	43	隣村の子	小川, 未明	52094
20	28	30	43	アヒルサン　ト　オネコサン	村山, 籌子	44950
20	28	31	41	雪	山村, 暮鳥	45038
20	28	32	49	豌豆畑	今野, 大力	55544
20	28	32	X	瘋癲病舎	今野, 大力	55586
20	28	33	39	ねずみの嫁入り	楠山, 正雄	18335
20	28	33	44	三枚のヘビの葉	グリム, ヴィルヘルム・カール	59743
20	28	33	51	友と二人の夜	今野, 大力	55578
20	28	35	49	お鍋　と　おやかん　と　フライパン　の　けんくわ	村山, 籌子	44993
20	28	35	52	夢と幻を見る家	今野, 大力	55516
20	29	37	55	ランボオへ	富永, 太郎	55499
21	22	28	36	“生れた権利”をうばうな	宮本, 百合子	15985
21	22	29	50	私は何を読むか	宮本, 百合子	15986
21	22	31	45	手紙	坂本, 竜馬	51960
21	23	28	47	手紙	坂本, 竜馬	51857
21	23	31	47	手紙	坂本, 竜馬	51784
21	23	32	43	十五年	岸田, 国士	44841
21	24	28	32	近況	岸田, 国士	44856
21	24	28	38	生きるための恋愛	宮本, 百合子	15983
21	24	29	38	街の子等	今野, 大力	55583
21	24	29	38	「文壇波動調」欄記事	岸田, 国士	44384
21	24	31	38	家じゅうの人たちの言ったこと	アンデルセン, ハンス・クリスチャン	59372
21	24	31	44	現代作家は古典をどうみるか	芥川, 紗織	59016
21	24	32	41	材料か料理か	北大路, 魯山人	49977
21	24	32	44	マリアの子ども	グリム, ヴィルヘルム・カール	59522
21	24	37	56	古事記	武田, 祐吉	51730
21	25	28	31	光ノミ	北原, 白秋	55770
21	25	28	32	（過程に興味が存するばかりです）	中原, 中也	55911
21	25	28	43	棄権	岸田, 国士	44821
21	25	29	47	（汽車が聞える）	中原, 中也	55914
21	25	30	38	酒	正岡, 子規	50402
21	25	30	39	批評は解放の組織者である	宮本, 百合子	15992
21	25	30	52	オホサウヂ	村山, 籌子	44999
21	25	30	55	一人　二人	村山, 籌子	44931
21	25	32	52	もうひと息	岸田, 国士	44860
21	25	32	59	「花問答」後記	岸田, 国士	44876
21	25	34	51	（最も純粋に意地悪い奴）	中原, 中也	55927
21	26	30	38	黒いちょうとお母さん	小川, 未明	52059
21	26	31	39	木の上と下の話	小川, 未明	51526
21	26	31	40	自序にかえて	蔵原, 伸二郎	56981
21	26	31	40	ある少年の正月の日記	小川, 未明	51754
21	26	31	43	金の輪	小川, 未明	50999
21	26	32	39	すずめの巣	小川, 未明	51592
21	26	32	41	朝の公園	小川, 未明	52036
21	26	32	43	にらめつくらの鬼瓦	沖野, 岩三郎	45173
21	26	32	44	母親の心理学	岸田, 国士	44628
21	26	33	43	町のお姫さま	小川, 未明	51015
21	26	33	44	古代土器の印象	中原, 中也	51316
21	26	34	52	新しい芝居	岸田, 国士	44701
21	26	35	43	笑わなかった少年	小川, 未明	52121
21	26	35	44	村の兄弟	小川, 未明	51103
21	26	35	46	冬の木立	小川, 未明	51123
21	26	35	52	母	長谷川, 伸	56602
21	27	30	38	ものぐさじじいの来世	小川, 未明	51021
21	27	31	38	二つの頭	原, 民喜	43539
21	27	31	40	『進み行く娘達へ』に寄せて	宮本, 百合子	15977
21	27	32	39	いちょうの葉	小川, 未明	52038
21	27	32	39	ふしあわせ者のうた	中野, 鈴子	59057
21	27	32	40	生まれ変った赤坂離宮	中井, 正一	43724
21	27	32	43	僕がかわいがるから	小川, 未明	52110
21	27	32	46	初恋	中原, 中也	55902
21	27	32	46	きりぎりす　の　かひもの	村山, 籌子	44991
21	27	32	52	迷つてゐます	中原, 中也	55906
21	27	33	41	ツェねずみ	宮沢, 賢治	1949
21	27	33	44	草を分けて	小川, 未明	52058
21	27	33	44	やどなし犬	鈴木, 三重吉	18375
21	27	34	43	小指一本の大試合	山中, 峯太郎	58030
21	27	34	44	忠義者のヨハネス	グリム, ヴィルヘルム・カール	59520
21	27	35	45	子守つ子	チェーホフ, アントン	45196
21	27	36	54	ゆづり葉	河井, 酔茗	57431
21	27	38	60	土	今野, 大力	55595
21	27	39	49	盃	漢那, 浪笛	1497
21	28	30	43	春	山村, 暮鳥	45041
21	28	30	43	ごろぜみ	新美, 南吉	45097
21	28	30	46	三月の自然	今野, 大力	55560
21	28	30	46	川の中へおつこちたお猫さん	村山, 籌子	44983
21	28	30	50	オヤカン　ト　オナベ　ト　フライパン　ノ　ケンクワ	村山, 籌子	44941
21	28	32	43	真吉とお母さん	小川, 未明	52068
21	28	32	43	王さまの感心された話	小川, 未明	51006
21	28	32	46	海の誘惑	今野, 大力	55556
21	28	33	44	かたわ者	有島, 武郎	56501
21	28	33	48	Me Voilà	中原, 中也	50255
21	28	34	43	二つの運命	小川, 未明	51048
21	28	34	44	小犬	鈴木, 三重吉	45187
21	28	34	52	たまごとおつきさま	村山, 籌子	44943
21	28	35	41	真坊と和尚さま	小川, 未明	52070
21	28	35	42	芽は伸びる	小川, 未明	51695
21	28	35	42	書斎の条件	宮本, 百合子	15964
21	28	35	42	からすとかがし	小川, 未明	52051
21	28	35	43	詩人は辛い	中原, 中也	51318
21	28	35	44	山茶花	岡本, かの子	4543
21	28	35	48	女性風俗時評	岸田, 国士	44440
21	28	36	43	希望	岸田, 国士	44434
21	28	36	45	あんずの花	小川, 未明	51119
21	28	36	55	「広場」について	宮本, 百合子	15996
21	28	37	41	はしがき（『十二年の手紙』その一）	宮本, 百合子	15997
21	28	42	48	驢馬の　びっこ	新美, 南吉	43410
21	29	32	35	画期的な企て	岸田, 国士	44630
21	29	33	46	海の少年	小川, 未明	50976
21	29	35	43	くらげのお使い	楠山, 正雄	18379
21	29	37	50	コキューの憶ひ出	中原, 中也	51334
21	29	39	51	夏と私	中原, 中也	51326
21	29	43	60	猛炎	今野, 大力	55582
21	29	45	56	疲れやつれた美しい顔	中原, 中也	51324
21	30	35	43	青い花の香り	小川, 未明	51101
21	30	37	43	「街はふるさと」作者の言葉	坂口, 安吾	43191
22	23	28	42	手紙	坂本, 竜馬	51938
22	24	27	32	ぼくら　ふたり	ミルン, アラン・アレクザンダー	58821
22	24	28	38	文学座『夢を喰ふ女』を演出して	岸田, 国士	44747
22	24	28	46	ゆがめられた純情	宮本, 百合子	15973
22	24	30	42	娘	今野, 大力	55518
22	24	30	53	「国語文化講座」監修者の言葉	岸田, 国士	44675
22	25	28	35	“青い顔”	間所, 紗織	59723
22	25	30	39	「演劇美の本質」はしがき	岸田, 国士	44883
22	25	30	40	デンマークのビール	北大路, 魯山人	50017
22	25	30	43	支部図書館三周年に寄せて	中井, 正一	49710
22	25	30	46	和歌一	坂本, 竜馬	52152
22	25	30	50	出発点	岸田, 国士	44323
22	25	31	37	一銭銅貨	小川, 未明	51505
22	25	31	39	『跫音』の序にかへて	岸田, 国士	44757
22	25	31	43	金鱗湖	中谷, 宇吉郎	57269
22	25	32	40	鬼六	楠山, 正雄	18389
22	25	32	43	乞食の子	鈴木, 三重吉	45192
22	25	32	44	手紙	坂本, 竜馬	51449
22	25	33	39	スペインの女	中野, 鈴子	59058
22	25	34	48	手紙	坂本, 竜馬	51432
22	25	37	49	期待する人	岸田, 国士	44638
22	26	30	37	少年の日二景	小川, 未明	51583
22	26	30	44	疲レ	北原, 白秋	55768
22	26	30	44	あひるさん　と　時計	村山, 籌子	44977
22	26	30	45	堺へ帰らう	河井, 酔茗	57428
22	26	31	37	家長の心配	カフカ, フランツ	49858
22	26	31	40	町はずれの空き地	小川, 未明	51681
22	26	31	45	（成程）	中原, 中也	55919
22	26	32	41	こま	小川, 未明	51571
22	26	32	47	手紙	坂本, 竜馬	51788
22	26	32	50	作者の言葉（「牛山ホテル」の後に）	岸田, 国士	44830
22	26	33	39	方向	中野, 鈴子	58803
22	26	33	41	尋常一様	北大路, 魯山人	49983
22	26	33	46	和歌二	坂本, 竜馬	52154
22	26	33	47	（ダダイストが大砲だのに）	中原, 中也	55924
22	26	35	43	左ぎっちょの正ちゃん	小川, 未明	52105
22	26	36	53	書信	中原, 中也	55713
22	26	37	47	続　手紙	坂本, 竜馬	52139
22	26	38	54	手紙	坂本, 竜馬	51420
22	26	39	55	手紙	坂本, 竜馬	51965
22	27	30	42	雪虫の唄	山村, 暮鳥	45047
22	27	30	55	しんばい	村山, 籌子	44942
22	27	31	37	やんま	小川, 未明	52117
22	27	32	38	「復員殺人事件」について	坂口, 安吾	43164
22	27	32	39	無題	富永, 太郎	55490
22	27	32	43	はととりんご	小川, 未明	51653
22	27	32	44	静夜昇天	今野, 大力	55599
22	27	32	45	東方の窓辺にて	今野, 大力	55592
22	27	32	46	「冒した者」について	三好, 十郎	50254
22	27	33	40	灰だらけ姫	ペロー, シャルル	43120
22	27	33	40	赤い魚と子供	小川, 未明	51093
22	27	33	42	「先生を囲る話」について	中谷, 宇吉郎	57461
22	27	33	53	辻久一著「夜の芸術」	岸田, 国士	44758
22	27	34	40	子ざると母ざる	小川, 未明	52062
22	27	34	40	宇野浩二君を思う	佐藤, 春夫	58794
22	27	34	43	十二花の雪	中谷, 宇吉郎	57458
22	27	34	43	幕末維新懐古談	高村, 光雲	1549
22	27	34	46	手紙	坂本, 竜馬	51388
22	27	34	46	兄の声	小川, 未明	51501
22	27	35	46	手紙	坂本, 竜馬	51964
22	27	36	46	草みち	田山, 花袋	51378
22	27	37	47	赤土へくる子供たち	小川, 未明	51498
22	27	38	49	続　手紙	坂本, 竜馬	52141
22	27	38	53	手紙	坂本, 竜馬	51969
22	27	38	54	手紙	坂本, 竜馬	51943
22	27	38	55	手紙	坂本, 竜馬	51926
22	27	39	56	手紙	坂本, 竜馬	51950
22	27	40	55	手紙	坂本, 竜馬	51843
22	28	30	40	春の海のうた	山村, 暮鳥	45046
22	28	31	37	即興	富永, 太郎	55478
22	28	31	42	小ぐまさん　の　かんがへちがひ	村山, 籌子	44961
22	28	31	44	ダマスカスの賢者	鈴木, 三重吉	45188
22	28	31	51	オマツリ	村山, 籌子	45000
22	28	32	36	『敗戦の倫理』編者のことば	岸田, 国士	44726
22	28	32	38	「序文」まへがき	岸田, 国士	44885
22	28	32	43	かき	チェーホフ, アントン	51292
22	28	32	43	冬の木木	山村, 暮鳥	45051
22	28	32	43	泣いてゐるお猫さん	村山, 籌子	44982
22	28	32	43	川へおちた玉ねぎさん	村山, 籌子	44954
22	28	33	42	一粒の真珠	小川, 未明	52106
22	28	33	42	さか立ち小僧さん	小川, 未明	51574
22	28	33	43	すいれんは咲いたが	小川, 未明	52071
22	28	33	50	春の日の怒	中原, 中也	55903
22	28	33	52	カヘルサント、コホロギサン	村山, 籌子	44955
22	28	34	39	おかめどんぐり	小川, 未明	52045
22	28	34	42	友だちどうし	小川, 未明	52095
22	28	34	43	海が呼んだ話	小川, 未明	51507
22	28	34	46	たたかいの中に	今野, 大力	55597
22	28	34	48	月から	新美, 南吉	45088
22	28	35	41	政ちゃんと赤いりんご	小川, 未明	52113
22	28	35	43	続　手紙	坂本, 竜馬	52136
22	28	35	44	瘤とり	楠山, 正雄	43461
22	28	35	45	村の学校（実話）	ドーデ, アルフォンス	45194
22	28	35	49	薄口醤油	北大路, 魯山人	59641
22	28	36	44	お姫さまと猟師	村山, 籌子	44945
22	28	36	49	吸い殻	漢那, 浪笛	1496
22	28	36	55	あひるさん　の　くつ	村山, 籌子	44960
22	28	37	47	かくめい	太宰, 治	1603
22	28	37	48	ペンネンノルデはいまはいないよ　太陽にできた黒い棘をとりに行ったよ	宮沢, 賢治	45309
22	28	37	49	平野義太郎宛書簡	野呂, 栄太郎	4450
22	28	37	50	源氏物語	紫式部, 	5058
22	28	37	53	山崎富栄の日記をめぐって	宮本, 百合子	15991
22	28	38	45	手紙	坂本, 竜馬	51790
22	28	38	52	手紙	坂本, 竜馬	51787
22	28	40	47	続　手紙	坂本, 竜馬	52140
22	28	40	55	手紙	坂本, 竜馬	51932
22	28	40	55	手紙	坂本, 竜馬	51955
22	29	33	42	高窓に見える青空	今野, 大力	55523
22	29	34	43	東京の羽根	小川, 未明	52092
22	29	34	44	幾年もたった後	小川, 未明	51085
22	29	34	44	世の中のために	小川, 未明	51718
22	29	34	49	恋の後悔	中原, 中也	55896
22	29	36	45	雨の玉川心中	太宰, 治	58054
22	29	36	45	雲のわくころ	小川, 未明	51555
22	29	36	46	手紙	坂本, 竜馬	51952
22	29	36	47	もみの木	アンデルセン, ハンス・クリスチャン	44423
22	29	37	46	初夏	中原, 中也	55897
22	29	38	53	心から送る拍手	宮本, 百合子	15990
